Year,Latitude,Longitude,Temperature Anomaly
1850,17.5,72.5,-0.51
1850,2.5,-52.5,2.90
1850,27.5,87.5,-0.24
1850,32.5,122.5,-0.71
1850,37.5,117.5,-1.62
1850,37.5,-122.5,-2.56
1850,37.5,12.5,-0.35
1850,37.5,-7.5,-0.76
1850,37.5,-77.5,0.49
1850,42.5,12.5,0.07
1850,-42.5,147.5,0.07
1850,42.5,2.5,1.59
1850,42.5,27.5,0.66
1850,42.5,32.5,2.49
1850,42.5,42.5,-1.99
1850,42.5,47.5,-2.63
1850,42.5,52.5,-1.58
1850,42.5,-67.5,-1.56
1850,42.5,-72.5,-1.14
1850,42.5,-7.5,5.78
1850,42.5,7.5,0.76
1850,42.5,-77.5,0.39
1850,42.5,-92.5,1.73
1850,47.5,-122.5,-0.53
1850,47.5,12.5,-0.14
1850,47.5,17.5,0.45
1850,47.5,22.5,2.32
1850,47.5,2.5,1.34
1850,47.5,27.5,2.70
1850,47.5,32.5,3.00
1850,47.5,42.5,0.83
1850,47.5,47.5,-0.11
1850,47.5,7.5,0.50
1850,52.5,117.5,-0.95
1850,52.5,12.5,-0.05
1850,52.5,17.5,0.13
1850,52.5,22.5,1.65
1850,52.5,2.5,1.07
1850,52.5,-2.5,0.93
1850,52.5,27.5,1.47
1850,52.5,37.5,0.32
1850,52.5,42.5,1.16
1850,52.5,52.5,2.86
1850,52.5,57.5,-1.59
1850,52.5,-7.5,0.04
1850,52.5,7.5,0.83
1850,52.5,82.5,-2.79
1850,57.5,12.5,-0.52
1850,57.5,-137.5,-2.97
1850,57.5,22.5,-0.02
1850,57.5,-2.5,1.39
1850,57.5,27.5,-0.78
1850,57.5,32.5,-1.21
1850,57.5,37.5,2.17
1850,57.5,42.5,-0.01
1850,57.5,47.5,-1.94
1850,57.5,57.5,-2.98
1850,57.5,62.5,-3.03
1850,57.5,67.5,-2.74
1850,57.5,82.5,-2.30
1850,62.5,12.5,-0.23
1850,62.5,127.5,0.28
1850,62.5,22.5,-2.31
1850,62.5,42.5,-2.04
1850,62.5,52.5,-3.65
1850,62.5,7.5,-0.59
1850,67.5,-22.5,-1.83
1850,72.5,32.5,-1.98
1850,7.5,-12.5,-0.99
1850,7.5,-57.5,-0.99
1851,17.5,72.5,-1.21
1851,22.5,-82.5,-0.90
1851,2.5,-52.5,2.40
1851,27.5,87.5,-0.84
1851,32.5,122.5,-1.81
1851,32.5,127.5,-2.89
1851,37.5,117.5,1.38
1851,37.5,-122.5,-1.66
1851,37.5,12.5,-0.35
1851,37.5,-7.5,-0.27
1851,37.5,-77.5,-0.41
1851,42.5,12.5,0.64
1851,-42.5,147.5,0.27
1851,42.5,2.5,1.14
1851,42.5,27.5,-1.74
1851,42.5,32.5,-0.01
1851,42.5,42.5,0.21
1851,42.5,47.5,0.07
1851,42.5,52.5,1.42
1851,42.5,-67.5,-2.46
1851,42.5,-72.5,-2.26
1851,42.5,7.5,0.19
1851,42.5,-77.5,-2.08
1851,42.5,-92.5,-0.57
1851,47.5,-122.5,0.37
1851,47.5,12.5,-0.19
1851,47.5,17.5,-1.15
1851,47.5,22.5,-0.66
1851,47.5,-2.5,1.54
1851,47.5,2.5,1.02
1851,47.5,27.5,0.60
1851,47.5,32.5,-0.40
1851,47.5,42.5,-0.67
1851,47.5,47.5,1.39
1851,47.5,7.5,0.73
1851,52.5,117.5,0.95
1851,52.5,12.5,-1.47
1851,52.5,17.5,-1.27
1851,52.5,22.5,-1.05
1851,52.5,2.5,1.11
1851,52.5,-2.5,0.24
1851,52.5,27.5,-1.13
1851,52.5,37.5,-2.58
1851,52.5,42.5,-2.24
1851,52.5,52.5,1.26
1851,52.5,57.5,-0.39
1851,52.5,-7.5,-0.40
1851,52.5,7.5,-0.12
1851,52.5,82.5,-1.89
1851,57.5,12.5,-2.52
1851,57.5,-137.5,-0.57
1851,57.5,22.5,-1.33
1851,57.5,-2.5,0.09
1851,57.5,27.5,-2.08
1851,57.5,32.5,-1.81
1851,57.5,37.5,-0.73
1851,57.5,42.5,-1.31
1851,57.5,47.5,0.21
1851,57.5,57.5,1.25
1851,57.5,62.5,0.17
1851,57.5,67.5,2.46
1851,57.5,82.5,0.50
1851,62.5,12.5,-1.33
1851,62.5,127.5,-0.52
1851,62.5,22.5,-2.11
1851,62.5,42.5,0.06
1851,62.5,52.5,1.35
1851,62.5,7.5,-2.59
1851,67.5,-22.5,-2.52
1851,72.5,32.5,0.32
1851,7.5,-12.5,-1.59
1851,7.5,-57.5,-1.69
1852,12.5,82.5,-0.12
1852,22.5,-82.5,-0.34
1852,2.5,-52.5,1.40
1852,27.5,-82.5,0.15
1852,27.5,87.5,-1.04
1852,32.5,-107.5,-0.39
1852,32.5,122.5,0.99
1852,32.5,127.5,-0.29
1852,37.5,117.5,0.28
1852,37.5,12.5,-0.15
1852,37.5,-2.5,-0.19
1852,37.5,-7.5,-1.82
1852,37.5,-77.5,-0.81
1852,42.5,12.5,0.06
1852,-42.5,147.5,-1.23
1852,42.5,2.5,-0.56
1852,42.5,27.5,0.36
1852,42.5,32.5,1.44
1852,42.5,42.5,-1.09
1852,42.5,47.5,-0.83
1852,42.5,52.5,-1.58
1852,42.5,-67.5,-2.66
1852,42.5,-72.5,-0.96
1852,42.5,-7.5,1.98
1852,42.5,7.5,-1.57
1852,42.5,-77.5,-0.86
1852,42.5,-82.5,2.82
1852,42.5,-87.5,-2.08
1852,42.5,-92.5,0.13
1852,47.5,-122.5,2.67
1852,47.5,12.5,0.10
1852,47.5,17.5,0.47
1852,47.5,22.5,1.44
1852,47.5,-2.5,-0.60
1852,47.5,2.5,-0.98
1852,47.5,27.5,-0.00
1852,47.5,32.5,0.10
1852,47.5,42.5,-0.07
1852,47.5,47.5,0.49
1852,47.5,7.5,-1.00
1852,52.5,117.5,0.25
1852,52.5,12.5,-0.16
1852,52.5,17.5,2.07
1852,52.5,22.5,1.75
1852,52.5,2.5,0.10
1852,52.5,-2.5,-0.89
1852,52.5,27.5,1.47
1852,52.5,37.5,0.92
1852,52.5,42.5,0.66
1852,52.5,52.5,0.81
1852,52.5,57.5,-2.99
1852,52.5,-7.5,-1.53
1852,52.5,7.5,-0.00
1852,52.5,82.5,-2.79
1852,57.5,12.5,-0.32
1852,57.5,-137.5,-1.27
1852,57.5,22.5,0.75
1852,57.5,-2.5,0.84
1852,57.5,27.5,-0.08
1852,57.5,32.5,0.88
1852,57.5,37.5,3.37
1852,57.5,42.5,-0.31
1852,57.5,47.5,-1.92
1852,57.5,57.5,-3.28
1852,57.5,62.5,-4.43
1852,57.5,82.5,-1.90
1852,62.5,12.5,3.97
1852,62.5,127.5,0.68
1852,62.5,22.5,-0.11
1852,62.5,42.5,-1.24
1852,62.5,52.5,-3.95
1852,62.5,7.5,2.81
1852,67.5,-22.5,0.48
1852,72.5,32.5,0.22
1852,7.5,-57.5,-1.39
1852,7.5,77.5,-0.15
1853,12.5,82.5,1.18
1853,22.5,112.5,0.16
1853,22.5,-82.5,-1.70
1853,27.5,-82.5,0.65
1853,27.5,87.5,0.16
1853,32.5,-107.5,1.71
1853,32.5,122.5,-0.11
1853,37.5,117.5,0.28
1853,37.5,-122.5,0.41
1853,37.5,12.5,-1.75
1853,37.5,-2.5,-1.07
1853,37.5,-7.5,-2.37
1853,37.5,-77.5,1.99
1853,42.5,12.5,-1.38
1853,-42.5,147.5,-1.93
1853,42.5,2.5,-2.54
1853,42.5,27.5,0.56
1853,42.5,32.5,1.29
1853,42.5,42.5,-0.99
1853,42.5,47.5,-1.43
1853,42.5,52.5,-2.28
1853,42.5,-67.5,-1.46
1853,42.5,-72.5,-0.39
1853,42.5,-7.5,1.98
1853,42.5,7.5,-1.97
1853,42.5,-77.5,1.61
1853,42.5,-87.5,-1.48
1853,42.5,-92.5,0.73
1853,47.5,-122.5,0.47
1853,47.5,12.5,-0.47
1853,47.5,17.5,-0.03
1853,47.5,22.5,1.48
1853,47.5,-2.5,-1.30
1853,47.5,2.5,-0.61
1853,47.5,27.5,0.20
1853,47.5,32.5,0.09
1853,47.5,42.5,-2.07
1853,47.5,47.5,-1.71
1853,47.5,7.5,-0.51
1853,52.5,117.5,-0.55
1853,52.5,12.5,0.02
1853,52.5,17.5,0.97
1853,52.5,22.5,1.65
1853,52.5,2.5,1.38
1853,52.5,-2.5,0.02
1853,52.5,27.5,1.77
1853,52.5,42.5,-2.64
1853,52.5,52.5,-4.54
1853,52.5,57.5,-2.79
1853,52.5,-7.5,-0.03
1853,52.5,7.5,0.59
1853,52.5,82.5,-1.49
1853,57.5,12.5,1.38
1853,57.5,-137.5,-2.37
1853,57.5,22.5,0.92
1853,57.5,-2.5,1.79
1853,57.5,27.5,-0.28
1853,57.5,32.5,-0.60
1853,57.5,37.5,-1.03
1853,57.5,42.5,-2.51
1853,57.5,47.5,-3.09
1853,57.5,57.5,-3.08
1853,57.5,62.5,-4.58
1853,57.5,67.5,-0.94
1853,57.5,82.5,-0.10
1853,62.5,12.5,4.37
1853,62.5,127.5,1.08
1853,62.5,22.5,-0.11
1853,62.5,42.5,-0.84
1853,62.5,52.5,-4.15
1853,62.5,7.5,2.71
1853,67.5,-22.5,0.48
1853,72.5,32.5,1.12
1853,7.5,-57.5,-1.09
1853,7.5,77.5,-0.00
1854,12.5,82.5,1.28
1854,22.5,112.5,0.41
1854,27.5,-82.5,1.25
1854,32.5,-107.5,1.01
1854,32.5,122.5,-0.71
1854,32.5,127.5,-1.39
1854,32.5,-87.5,-0.38
1854,37.5,117.5,0.18
1854,37.5,-122.5,-2.39
1854,37.5,12.5,-0.54
1854,37.5,-2.5,-1.18
1854,37.5,-7.5,-2.49
1854,37.5,-77.5,1.14
1854,37.5,-87.5,-1.23
1854,42.5,12.5,-0.81
1854,-42.5,147.5,-1.63
1854,42.5,2.5,-1.11
1854,42.5,-2.5,-3.04
1854,42.5,32.5,1.02
1854,42.5,42.5,-2.39
1854,42.5,47.5,-2.53
1854,42.5,52.5,-3.08
1854,42.5,-72.5,-0.65
1854,42.5,7.5,-1.34
1854,42.5,-77.5,0.13
1854,42.5,-82.5,0.96
1854,42.5,-87.5,-1.18
1854,42.5,-92.5,0.73
1854,47.5,-122.5,-3.03
1854,47.5,12.5,-0.96
1854,47.5,17.5,-1.09
1854,47.5,22.5,-0.45
1854,47.5,-2.5,-1.85
1854,47.5,2.5,-1.73
1854,47.5,27.5,-0.30
1854,47.5,32.5,-1.01
1854,47.5,42.5,-1.67
1854,47.5,47.5,-0.81
1854,47.5,-52.5,0.08
1854,47.5,-72.5,-0.92
1854,47.5,7.5,-1.07
1854,52.5,117.5,0.15
1854,52.5,12.5,-1.33
1854,52.5,17.5,-0.69
1854,52.5,22.5,-1.11
1854,52.5,2.5,-0.57
1854,52.5,-2.5,-1.15
1854,52.5,27.5,-0.23
1854,52.5,32.5,-1.23
1854,52.5,42.5,-1.24
1854,52.5,52.5,-0.89
1854,52.5,57.5,-1.39
1854,52.5,-7.5,-1.36
1854,52.5,7.5,-0.74
1854,52.5,82.5,-4.69
1854,57.5,12.5,-0.77
1854,57.5,-137.5,-1.77
1854,57.5,22.5,-0.58
1854,57.5,-2.5,0.64
1854,57.5,27.5,0.04
1854,57.5,32.5,0.24
1854,57.5,37.5,1.67
1854,57.5,42.5,0.09
1854,57.5,47.5,-0.59
1854,57.5,57.5,-2.45
1854,57.5,62.5,-2.88
1854,57.5,67.5,-2.54
1854,57.5,82.5,-5.50
1854,62.5,12.5,2.07
1854,62.5,127.5,-1.52
1854,62.5,22.5,-0.21
1854,62.5,42.5,0.06
1854,62.5,52.5,-0.95
1854,62.5,7.5,0.71
1854,67.5,-22.5,-0.02
1854,72.5,32.5,2.02
1854,7.5,-57.5,-1.19
1854,7.5,77.5,-0.50
1855,12.5,82.5,0.58
1855,22.5,112.5,-1.54
1855,22.5,-82.5,-0.69
1855,27.5,-82.5,0.85
1855,32.5,-107.5,2.41
1855,32.5,122.5,-0.41
1855,32.5,127.5,-0.59
1855,32.5,-87.5,-1.22
1855,37.5,117.5,-0.02
1855,37.5,-122.5,-0.12
1855,37.5,12.5,-1.15
1855,-37.5,142.5,-0.68
1855,37.5,-2.5,-4.08
1855,37.5,-7.5,-2.67
1855,37.5,-77.5,-1.80
1855,37.5,-87.5,-3.13
1855,42.5,12.5,-1.44
1855,42.5,2.5,-2.21
1855,42.5,-2.5,-3.21
1855,42.5,27.5,-0.14
1855,42.5,32.5,4.72
1855,42.5,42.5,0.71
1855,42.5,47.5,-0.63
1855,42.5,52.5,-0.98
1855,42.5,-72.5,-1.63
1855,42.5,7.5,-1.77
1855,42.5,-77.5,-1.84
1855,42.5,-82.5,-2.04
1855,42.5,-87.5,-2.88
1855,42.5,-92.5,-0.92
1855,47.5,-122.5,1.47
1855,47.5,12.5,-0.37
1855,47.5,17.5,0.95
1855,47.5,22.5,3.25
1855,47.5,-2.5,-1.25
1855,47.5,2.5,-0.99
1855,47.5,27.5,3.60
1855,47.5,32.5,3.90
1855,47.5,42.5,-0.04
1855,47.5,47.5,0.99
1855,47.5,-52.5,0.98
1855,47.5,7.5,-0.83
1855,52.5,117.5,0.95
1855,52.5,12.5,-0.15
1855,52.5,142.5,-0.97
1855,52.5,17.5,1.11
1855,52.5,22.5,1.72
1855,52.5,2.5,0.16
1855,52.5,-2.5,-0.93
1855,52.5,27.5,2.97
1855,52.5,32.5,1.57
1855,52.5,42.5,1.66
1855,52.5,47.5,-1.61
1855,52.5,52.5,-2.13
1855,52.5,57.5,-3.39
1855,52.5,-7.5,-1.22
1855,52.5,7.5,0.11
1855,52.5,82.5,0.01
1855,57.5,12.5,-0.77
1855,57.5,22.5,0.85
1855,57.5,-2.5,0.64
1855,57.5,27.5,0.09
1855,57.5,32.5,-0.20
1855,57.5,37.5,2.77
1855,57.5,42.5,1.09
1855,57.5,47.5,-0.64
1855,57.5,57.5,-2.95
1855,57.5,62.5,-3.13
1855,57.5,67.5,-2.14
1855,62.5,12.5,-0.53
1855,62.5,22.5,-1.01
1855,62.5,42.5,-0.44
1855,62.5,52.5,-1.95
1855,62.5,7.5,-0.99
1855,67.5,-22.5,-0.22
1855,72.5,32.5,-0.78
1855,7.5,-57.5,-1.19
1855,7.5,77.5,-0.45
1856,12.5,82.5,-0.52
1856,22.5,112.5,-1.04
1856,22.5,-82.5,-0.29
1856,27.5,-82.5,0.85
1856,32.5,-107.5,3.41
1856,32.5,122.5,-1.21
1856,-32.5,-57.5,-0.03
1856,32.5,-87.5,1.36
1856,37.5,-122.5,-0.12
1856,37.5,12.5,-0.15
1856,-37.5,142.5,-0.40
1856,37.5,-2.5,-0.88
1856,37.5,-7.5,-1.34
1856,37.5,-77.5,1.34
1856,37.5,-87.5,-0.63
1856,42.5,12.5,0.91
1856,-42.5,147.5,1.17
1856,42.5,2.5,-0.56
1856,42.5,32.5,2.12
1856,42.5,42.5,1.01
1856,42.5,47.5,-1.23
1856,42.5,52.5,-1.28
1856,42.5,-72.5,-0.12
1856,42.5,7.5,-0.25
1856,42.5,-77.5,0.54
1856,42.5,-82.5,2.16
1856,42.5,-87.5,0.05
1856,42.5,-92.5,3.38
1856,47.5,-122.5,-0.43
1856,47.5,12.5,0.84
1856,47.5,17.5,1.17
1856,47.5,22.5,0.98
1856,47.5,-2.5,0.65
1856,47.5,2.5,0.64
1856,47.5,27.5,2.10
1856,47.5,32.5,0.89
1856,47.5,42.5,0.46
1856,47.5,47.5,0.59
1856,47.5,-52.5,1.18
1856,47.5,7.5,0.57
1856,47.5,-97.5,2.34
1856,52.5,117.5,1.55
1856,52.5,12.5,-0.38
1856,52.5,142.5,-1.67
1856,52.5,17.5,0.27
1856,52.5,22.5,0.22
1856,52.5,2.5,0.81
1856,52.5,-2.5,-0.46
1856,52.5,27.5,0.67
1856,52.5,32.5,1.07
1856,52.5,42.5,0.16
1856,52.5,47.5,-2.21
1856,52.5,52.5,-0.09
1856,52.5,57.5,-2.39
1856,52.5,-7.5,-0.85
1856,52.5,7.5,-0.15
1856,52.5,82.5,-2.49
1856,57.5,12.5,-1.52
1856,57.5,-137.5,-1.27
1856,57.5,22.5,-1.00
1856,57.5,-2.5,-0.16
1856,57.5,27.5,-1.86
1856,57.5,32.5,-1.88
1856,57.5,37.5,0.37
1856,57.5,42.5,-3.31
1856,57.5,47.5,-0.64
1856,57.5,57.5,-2.55
1856,57.5,62.5,-2.78
1856,57.5,67.5,-2.44
1856,62.5,12.5,-1.83
1856,62.5,22.5,-3.51
1856,62.5,42.5,-1.24
1856,62.5,52.5,-3.75
1856,62.5,7.5,-2.29
1856,67.5,-22.5,0.27
1856,72.5,32.5,-1.98
1856,7.5,-57.5,-1.49
1856,7.5,77.5,-0.45
1857,12.5,82.5,-1.52
1857,17.5,-12.5,-1.18
1857,22.5,112.5,-1.44
1857,22.5,-82.5,-0.55
1857,27.5,-82.5,0.75
1857,27.5,-97.5,2.92
1857,32.5,-107.5,2.51
1857,32.5,122.5,0.39
1857,-32.5,-57.5,1.77
1857,32.5,-87.5,-0.79
1857,37.5,-122.5,0.01
1857,37.5,12.5,-0.85
1857,-37.5,142.5,-0.92
1857,37.5,-2.5,-1.33
1857,37.5,27.5,-3.07
1857,37.5,-7.5,-0.85
1857,37.5,-77.5,-0.36
1857,37.5,-87.5,-2.63
1857,42.5,12.5,-2.16
1857,-42.5,147.5,1.17
1857,42.5,-2.5,-1.22
1857,42.5,2.5,0.37
1857,42.5,27.5,-2.10
1857,42.5,32.5,0.32
1857,42.5,42.5,-0.29
1857,42.5,47.5,-2.63
1857,42.5,52.5,-3.18
1857,42.5,-72.5,-2.57
1857,42.5,7.5,-0.61
1857,42.5,-77.5,-2.68
1857,42.5,-82.5,-0.31
1857,42.5,-87.5,-3.15
1857,42.5,-92.5,-1.07
1857,47.5,-122.5,1.37
1857,47.5,12.5,-0.54
1857,47.5,17.5,-0.22
1857,47.5,22.5,-0.55
1857,47.5,-2.5,1.75
1857,47.5,2.5,0.63
1857,47.5,27.5,-1.20
1857,47.5,32.5,0.59
1857,47.5,42.5,-1.34
1857,47.5,47.5,-0.81
1857,47.5,7.5,-0.04
1857,47.5,-97.5,-0.86
1857,52.5,102.5,-0.37
1857,52.5,117.5,-2.05
1857,52.5,12.5,0.44
1857,52.5,142.5,-1.87
1857,52.5,17.5,0.31
1857,52.5,22.5,-0.41
1857,52.5,2.5,1.89
1857,52.5,-2.5,1.43
1857,52.5,27.5,0.67
1857,52.5,32.5,-0.23
1857,52.5,47.5,-2.42
1857,52.5,52.5,-2.13
1857,52.5,57.5,-3.09
1857,52.5,-7.5,1.09
1857,52.5,7.5,1.48
1857,52.5,82.5,-1.39
1857,57.5,12.5,0.23
1857,57.5,-137.5,-1.17
1857,57.5,22.5,-1.73
1857,57.5,-2.5,1.11
1857,57.5,27.5,-3.08
1857,57.5,32.5,-2.74
1857,57.5,47.5,-3.54
1857,57.5,57.5,-4.15
1857,57.5,62.5,-4.53
1857,57.5,67.5,-2.34
1857,57.5,82.5,3.10
1857,62.5,12.5,-3.03
1857,62.5,22.5,-3.41
1857,62.5,42.5,-2.84
1857,62.5,52.5,-4.35
1857,62.5,7.5,0.01
1857,67.5,-22.5,-0.22
1857,72.5,32.5,-1.68
1857,7.5,77.5,-0.40
1858,12.5,102.5,-0.98
1858,17.5,-12.5,-0.52
1858,22.5,-82.5,-1.95
1858,27.5,-97.5,-1.98
1858,32.5,-107.5,1.11
1858,32.5,122.5,-0.71
1858,-32.5,147.5,-1.74
1858,-32.5,152.5,-1.42
1858,-32.5,-57.5,-2.03
1858,32.5,-87.5,-0.08
1858,32.5,-92.5,-0.19
1858,37.5,-122.5,-1.24
1858,37.5,12.5,-1.84
1858,-37.5,142.5,-1.03
1858,37.5,22.5,-2.16
1858,37.5,-2.5,0.01
1858,37.5,27.5,-2.77
1858,37.5,-7.5,0.48
1858,37.5,-77.5,1.64
1858,37.5,-82.5,1.20
1858,37.5,-87.5,-1.63
1858,37.5,-97.5,0.79
1858,42.5,12.5,-0.07
1858,-42.5,147.5,0.97
1858,42.5,17.5,1.14
1858,42.5,-2.5,1.96
1858,42.5,2.5,2.24
1858,42.5,27.5,-0.95
1858,42.5,32.5,-0.58
1858,42.5,42.5,1.21
1858,42.5,47.5,-0.63
1858,42.5,52.5,-1.98
1858,42.5,-72.5,0.11
1858,42.5,7.5,1.79
1858,42.5,-77.5,1.31
1858,42.5,-82.5,2.15
1858,42.5,-87.5,0.37
1858,42.5,-92.5,1.52
1858,47.5,-122.5,0.55
1858,47.5,12.5,2.12
1858,47.5,17.5,1.66
1858,47.5,22.5,0.86
1858,47.5,-2.5,3.18
1858,47.5,2.5,3.58
1858,47.5,27.5,-2.20
1858,47.5,32.5,-1.61
1858,47.5,42.5,-0.64
1858,47.5,47.5,-0.61
1858,47.5,-52.5,-0.52
1858,47.5,7.5,3.34
1858,47.5,-97.5,3.14
1858,52.5,102.5,-0.37
1858,52.5,117.5,-1.35
1858,52.5,12.5,2.58
1858,52.5,142.5,-0.57
1858,52.5,17.5,2.07
1858,52.5,22.5,1.35
1858,52.5,2.5,4.49
1858,52.5,-2.5,2.63
1858,52.5,27.5,0.97
1858,52.5,32.5,-1.33
1858,52.5,42.5,-3.14
1858,52.5,52.5,-3.23
1858,52.5,57.5,-3.59
1858,52.5,7.5,4.06
1858,52.5,-7.5,1.27
1858,52.5,82.5,-0.09
1858,57.5,12.5,2.03
1858,57.5,-137.5,-1.37
1858,57.5,22.5,0.60
1858,57.5,-2.5,2.13
1858,57.5,27.5,-1.38
1858,57.5,32.5,-1.38
1858,57.5,42.5,-3.21
1858,57.5,47.5,-3.14
1858,57.5,57.5,-2.15
1858,57.5,62.5,-2.63
1858,57.5,67.5,-1.04
1858,57.5,82.5,1.90
1858,62.5,12.5,1.17
1858,62.5,22.5,-0.91
1858,62.5,42.5,0.56
1858,62.5,52.5,-2.25
1858,62.5,7.5,2.41
1858,67.5,-22.5,-0.72
1858,72.5,32.5,1.02
1858,7.5,77.5,-0.45
1859,12.5,102.5,-1.13
1859,17.5,-12.5,0.55
1859,22.5,112.5,0.61
1859,27.5,-97.5,2.22
1859,32.5,-107.5,3.91
1859,32.5,122.5,0.39
1859,-32.5,147.5,-1.82
1859,-32.5,152.5,-1.51
1859,-32.5,-57.5,-0.43
1859,32.5,-87.5,0.55
1859,32.5,-92.5,-1.49
1859,37.5,117.5,0.48
1859,37.5,-122.5,0.66
1859,37.5,12.5,-0.54
1859,-37.5,142.5,-2.19
1859,37.5,22.5,-1.06
1859,37.5,-2.5,-1.88
1859,37.5,27.5,-1.67
1859,37.5,-7.5,-2.13
1859,37.5,-77.5,-1.23
1859,37.5,-82.5,-0.10
1859,37.5,-87.5,-2.43
1859,37.5,-97.5,0.34
1859,42.5,12.5,-1.66
1859,42.5,17.5,-0.48
1859,42.5,-2.5,-3.31
1859,42.5,2.5,0.01
1859,42.5,27.5,-1.15
1859,42.5,32.5,-0.28
1859,42.5,42.5,-1.09
1859,42.5,47.5,0.17
1859,42.5,52.5,-0.58
1859,42.5,-62.5,-0.73
1859,42.5,-72.5,-2.14
1859,42.5,7.5,-1.05
1859,42.5,-77.5,-2.54
1859,42.5,-82.5,0.42
1859,42.5,-87.5,-3.20
1859,42.5,-92.5,-2.18
1859,47.5,-122.5,0.66
1859,47.5,12.5,-0.20
1859,47.5,17.5,-0.21
1859,47.5,22.5,-0.44
1859,47.5,-2.5,1.63
1859,47.5,2.5,1.02
1859,47.5,27.5,-1.30
1859,47.5,32.5,-0.04
1859,47.5,42.5,0.16
1859,47.5,47.5,0.69
1859,47.5,-72.5,-1.22
1859,47.5,7.5,0.14
1859,52.5,102.5,-2.27
1859,52.5,117.5,-1.05
1859,52.5,12.5,0.59
1859,52.5,142.5,0.03
1859,52.5,17.5,0.97
1859,52.5,22.5,1.32
1859,52.5,2.5,2.19
1859,52.5,-2.5,0.89
1859,52.5,27.5,2.17
1859,52.5,32.5,-2.03
1859,52.5,42.5,1.56
1859,52.5,52.5,1.97
1859,52.5,57.5,0.41
1859,52.5,7.5,2.09
1859,52.5,-7.5,0.25
1859,52.5,82.5,-1.09
1859,57.5,12.5,0.94
1859,57.5,-137.5,-0.97
1859,57.5,17.5,1.97
1859,57.5,22.5,1.55
1859,57.5,-2.5,0.28
1859,57.5,27.5,0.39
1859,57.5,32.5,0.98
1859,57.5,42.5,-0.91
1859,57.5,47.5,2.11
1859,57.5,57.5,-0.15
1859,57.5,62.5,0.07
1859,57.5,67.5,-1.34
1859,62.5,12.5,0.17
1859,62.5,17.5,-0.18
1859,62.5,22.5,0.09
1859,62.5,42.5,2.16
1859,62.5,52.5,1.25
1859,62.5,7.5,1.81
1859,67.5,-22.5,-0.32
1859,72.5,32.5,2.12
1859,7.5,77.5,-0.40
1860,12.5,102.5,-1.73
1860,17.5,-12.5,-3.35
1860,22.5,112.5,-0.70
1860,22.5,-82.5,0.51
1860,32.5,-102.5,1.59
1860,32.5,-107.5,-2.29
1860,32.5,122.5,-1.01
1860,-32.5,147.5,-1.01
1860,-32.5,152.5,-1.27
1860,-32.5,-57.5,-3.03
1860,32.5,-87.5,1.08
1860,32.5,-92.5,1.01
1860,37.5,117.5,-0.22
1860,37.5,-122.5,-3.12
1860,37.5,12.5,0.86
1860,-37.5,142.5,-2.06
1860,37.5,22.5,1.64
1860,37.5,-2.5,-0.37
1860,37.5,27.5,1.23
1860,-37.5,-62.5,-1.63
1860,37.5,-7.5,-0.99
1860,37.5,-77.5,-1.90
1860,37.5,-82.5,-0.70
1860,37.5,-87.5,-1.53
1860,37.5,-97.5,2.29
1860,42.5,12.5,0.06
1860,42.5,17.5,0.28
1860,42.5,-2.5,-1.39
1860,42.5,2.5,-0.26
1860,42.5,27.5,2.10
1860,42.5,32.5,3.22
1860,42.5,42.5,1.41
1860,42.5,47.5,0.17
1860,42.5,52.5,-0.28
1860,42.5,-72.5,-1.24
1860,42.5,7.5,-1.28
1860,42.5,-77.5,0.08
1860,42.5,-82.5,-0.38
1860,42.5,-87.5,-1.00
1860,42.5,-92.5,0.42
1860,47.5,-117.5,-0.42
1860,47.5,-122.5,0.27
1860,47.5,12.5,-0.07
1860,47.5,17.5,0.40
1860,47.5,22.5,2.26
1860,47.5,-2.5,-1.37
1860,47.5,2.5,-1.05
1860,47.5,27.5,0.80
1860,47.5,32.5,1.66
1860,47.5,47.5,0.79
1860,47.5,-52.5,-0.02
1860,47.5,-72.5,-0.12
1860,47.5,7.5,-0.56
1860,52.5,117.5,-1.35
1860,52.5,12.5,-0.17
1860,52.5,142.5,-3.37
1860,52.5,17.5,1.07
1860,52.5,22.5,1.02
1860,52.5,2.5,-0.43
1860,52.5,-2.5,-1.85
1860,52.5,27.5,2.77
1860,52.5,32.5,0.17
1860,52.5,42.5,1.07
1860,52.5,52.5,-0.33
1860,52.5,57.5,-1.89
1860,52.5,7.5,-0.52
1860,52.5,-7.5,-1.93
1860,52.5,82.5,-1.39
1860,57.5,12.5,-0.93
1860,57.5,-137.5,-1.57
1860,57.5,17.5,-0.54
1860,57.5,22.5,0.97
1860,57.5,-2.5,-1.23
1860,57.5,27.5,0.49
1860,57.5,32.5,0.31
1860,57.5,42.5,-1.21
1860,57.5,47.5,-0.99
1860,57.5,57.5,-2.35
1860,57.5,62.5,-2.63
1860,57.5,67.5,-2.44
1860,62.5,12.5,1.57
1860,62.5,17.5,0.03
1860,62.5,22.5,-1.21
1860,62.5,42.5,0.26
1860,62.5,52.5,-1.95
1860,62.5,7.5,0.41
1860,67.5,22.5,0.76
1860,67.5,-22.5,-1.43
1860,72.5,32.5,-0.58
1860,7.5,77.5,-0.05
1861,12.5,102.5,-1.68
1861,22.5,112.5,-0.74
1861,22.5,-82.5,0.91
1861,32.5,122.5,-1.01
1861,-32.5,147.5,-1.26
